100
    1     2     3
    2     4     3
    3    10     9
    4     5     6
    5     6     7
    6     1     1
    7     5     6
    8     2     3
    9    10    10
   10     7     7
   11     7     7
   12    11    10
   13     8     7
   14     5     5
   15     3     4
   16     1     2
   17     8     8
   18     1     1
   19    11    10
   20     5     5
   21     5     4
   22     6     5
   23     5     5
   24     3     2
   25    10    10
   26     1     1
   27     9     9
   28     4     5
   29     7     7
   30     5     6
   31     4     3
   32     4     5
   33     2     3
   34     3     2
   35     5     5
   36     5     6
   37     2     1
   38     7     6
   39     9     9
   40     5     4
   41     6     6
   42    10     9
   43     1     1
   44     8     7
   45    11    10
   46     4     4
   47     8     9
   48     6     7
   49     9    10
   50    10     9
   51     3     2
   52     2     1
   53     5     6
   54     4     5
   55    11    10
   56     2     1
   57    11    10
   58     4     4
   59    10     9
   60     5     5
   61     7     6
   62     7     8
   63     8     9
   64    10    10
   65     8     7
   66     2     3
   67     5     6
   68     1     2
   69     5     5
   70     9     9
   71     4     5
   72     5     5
   73     6     7
   74     5     6
   75     6     5
   76    11    10
   77     5     4
   78     3     2
   79     2     2
   80     7     6
   81     1     1
   82     3     3
   83     7     6
   84    10     9
   85     8     9
   86     1     1
   87     1     1
   88     8     9
   89     2     3
   90     8     8
   91     1     2
   92     5     4
   93     5     6
   94     5     5
   95     2     1
   96     3     4
   97     3     2
   98     6     6
   99     1     1
  100     8     9
43
